"id";"serial_num";"name";"zip_code";"city";"street";"adress";"size";"category";"grade";"age_class";"grade_1";"grade_2";"grade_3";"x_coord";"y_coord";"city_code"
6185;"32284";"Instituut Anneessens - Funck";1000;"BRUSSEL-STAD";"Groot Eiland";NA;257;"sec";3;3;1;1;1;149789.183364486;172286.279439252;21004
6186;"41475";"Middenschool van het Gemeenschapsonderwijs";3290;"DIEST";"Ferdinand Allenstraat";NA;242;"sec";1;2;1;0;0;198544.600238095;187426.975238095;24020
6187;"41582";"Middenschool Ter Bronnen GO! school van de Vlaamse Gemeenschap";1910;"KAMPENHOUT";"Tiendeschuurstraat";NA;71;"sec";2;2;1;1;0;163536.8275;180872.201785714;23038
6188;"110338";"VIA-1";3300;"TIENEN";"Waaibergstraat";NA;300;"sec";3;3;0;1;1;190254.58015873;166906.106031746;24107
6189;"117812";"Koninklijk Atheneum Vilvoorde";1800;"VILVOORDE";"Leopoldstraat";NA;566;"sec";3;2;1;1;1;153919.505833333;179522.976388889;23088
6190;"110321 ++ 127886";"VIA-3 ++ VIA-2";3300;"TIENEN";"Waaibergstraat";NA;526;"sec";1;2;1;0;0;190254.58015873;166906.106031746;24107
6191;"34256";"Onze-Lieve-Vrouw-Hemelvaart Instituut";8200;"SINT-ANDRIES";"Gistelse Steenweg";NA;151;"sec";3;3;1;1;1;69817.3656589147;213393.638217054;31005
6192;"43539 ++ 43521";"Koninklijk Atheneum ++ Middenschool van het Gemeenschapsonderwijs";9990;"MALDEGEM";"Mevrouw Courtmanslaan";NA;259;"sec";3;4;1;1;1;86088.011;211472.8555;43010
6193;"43166 ++ 43182";"Koninklijk Technisch Atheneum ++ Middenschool II Zwijveke van het Gemeenschapsonderwijs GO!";9200;"DENDERMONDE";"Begijnhoflaan";NA;479;"sec";3;3;1;1;1;130866.578484848;190861.564393939;42006
6194;"34181";"Sint-Andreasinstituut";8000;"BRUGGE";"Garenmarkt";NA;426;"sec";3;2;1;1;1;69817.3656589147;213393.638217054;31005
6195;"117051";"Onze-Lieve-Vrouwinstituut Bovenbouw ASO";2850;"BOOM";"O.L. Vrouwstraat";NA;418;"sec";2;2;0;1;1;150353.842105263;198159.661052632;11005
6196;"127481 ++ 127472";"Sint-Ludgardisschool ++ Sint-Ludgardis Belpaire";2000;"ANTWERPEN";"Maarschalk G_rardstraat";NA;800;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6197;"110346";"EDUGO campus Glorieux Technisch Instituut";9041;"OOSTAKKER";"Sint-Jozefstraat";NA;656;"sec";2;4;0;1;1;104006.249509804;194241.032941176;44021
6198;"42036 ++ 42044";"Koninklijk Atheneum ++ Middenschool van het Gemeenschapsonderwijs";8580;"AVELGEM";"Oudenaardsesteenweg";NA;638;"sec";3;3;1;1;1;85290.3377777778;163104.08;34003
6199;"31807";"Stella Matutina-Instituut";2990;"WUUSTWEZEL";"Kloosterstraat";NA;691;"sec";3;3;1;1;1;165378.263055556;230651.645833333;11053
6200;"41021";"Middenschool van het Gemeenschapsonderwijs";2390;"MALLE";"Slachterijstraat";NA;33;"sec";1;2;1;0;0;173843.5848;220675.7352;11057
6201;"50658";"Kunsthumaniora Sint-Lucas";9000;"GENT";"Oude Houtlei";NA;493;"sec";2;2;0;1;1;104006.249509804;194241.032941176;44021
6202;"112102";"Atheneum Wispelberg";9000;"GENT";"Neermeerskaai";NA;445;"sec";3;2;1;1;1;104006.249509804;194241.032941176;44021
6203;"112078 ++ 34074";"Vrij Technisch Instituut - Brugge Middenschool ++ Vrij Technisch Instituut Brugge";8000;"BRUGGE";"Boeveriestraat";NA;767;"sec";3;4;1;1;1;69817.3656589147;213393.638217054;31005
6204;"36608";"Sint-Catharinacollege";9500;"GERAARDSBERGEN";"Kollegestraat";NA;775;"sec";3;2;1;1;1;117137.535957447;163333.473617021;41018
6205;"128538";"PTS, Provinciale Scholen voor Tuinbouw en Techniek";2800;"MECHELEN";"Antwerpsesteenweg";NA;203;"sec";2;3;0;1;1;157200.4477;190810.4149;12025
6206;"42151 ++ 40204";"Koninklijk Atheneum III ++ Middenschool van het Gemeenschapsonderwijs V Assebroek - Sint-Kruis";8310;"ASSEBROEK";"Daverlostraat";NA;354;"sec";3;3;1;1;1;69817.3656589147;213393.638217054;31005
6207;"125948";"Atheneum Lokeren";9160;"LOKEREN";"Azalealaan";NA;260;"sec";3;2;1;1;1;122510.028035714;199864.539285714;46014
6208;"38935";"Instituut Maria Koningin";3650;"DILSEN-STOKKEM";"Tienstraat";NA;93;"sec";2;3;0;1;1;244582.756136364;192437.689545455;72041
6209;"34959";"Technisch Instituut Sint-Lucas";8930;"MENEN";"Oude Leielaan";NA;422;"sec";2;3;0;1;1;64045.2977358491;165195.991886792;34027
6210;"41673 ++ 43117";"Koninklijk Technisch Atheneum ++ Koninklijk Atheneum";1770;"LIEDEKERKE";"Kleemputtenstraat";NA;306;"sec";3;4;1;1;1;130769.565;173001.577;23044
6211;"39511";"Technisch Instituut Sparrendal";3620;"LANAKEN";"Bessemerstraat";NA;403;"sec";2;3;0;1;1;240392.66325;176838.1955;73042
6212;"30171";"Heilig Hart - Bovenbouw 1";2220;"HEIST-OP-DEN-BERG";"Kloosterstraat";NA;211;"sec";2;2;0;1;1;175518.670701754;195150.97122807;12014
6213;"30395 ++ 118307";"Klein Seminarie ++ Klein Seminarie Hoogstraten eerste graad";2320;"HOOGSTRATEN";"Vrijheid";NA;1058;"sec";3;2;1;1;1;177730.4635;236188.1385;13014
6214;"42812";"Koninklijk Atheneum";8630;"VEURNE";"Smissestraat";NA;367;"sec";3;2;1;1;1;31350.5005882353;195636.796470588;38025
6215;"43885";"Middenschool van het Gemeenschapsonderwijs";9060;"ZELZATE";"Onteigeningsstraat";NA;153;"sec";1;2;1;0;0;110652.082222222;210062.281111111;43018
6216;"104133";"Koninklijk Atheneum I";8400;"OOSTENDE";"Leon Spilliaertstraat";NA;275;"sec";2;2;0;1;1;48625.4025714286;212763.466285714;35013
6217;"126045 ++ 126052";"Sint-Amandscollege A 2 ++ Sint-Amandscollege A 1";8500;"KORTRIJK";"Krysantenlaan";NA;175;"sec";2;2;1;1;0;71881.9708695652;167680.744608696;34022
6218;"46391";"Koninklijk Atheneum";2900;"SCHOTEN";"Emiel Blangenoisstraat";NA;606;"sec";3;4;1;1;1;159336.604358974;216701.853589744;11040
6219;"116806 ++ 126871";"College Hagelstein 2 ++ College Hagelstein 1";2860;"SINT-KATELIJNE-WAVER";"Berlaarbaan";NA;719;"sec";3;2;1;1;1;160828.492307692;194588.612307692;12035
6220;"126111 ++ 39305";"Don Bosco Technisch Instituut 1 ++ Don Bosco Technisch Instituut";3530;"HELCHTEREN";"Don Boscostraat";NA;821;"sec";3;4;1;1;1;222656.67974359;192733.802564103;72039
6221;"42283";"Atlas Atheneum Gistel";8470;"GISTEL";"Callaertswalledreef";NA;235;"sec";3;3;1;1;1;51230.4488461538;205722.603461538;35005
6222;"42085";"Koninklijk Atheneum Maerlant Blankenberge-de Haan";8420;"DE HAAN";"Einsteinlaan";NA;34;"sec";1;2;1;0;0;57959.4976190476;219209.802380952;35029
6223;"44016";"Middenschool van het Gemeenschapsonderwijs";3650;"DILSEN-STOKKEM";"Stadsgraaf";NA;65;"sec";1;2;1;0;0;244582.756136364;192437.689545455;72041
6224;"125963";"Koninklijk Atheneum Berchem";2600;"BERCHEM";"Uitbreidingstraat";NA;361;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6225;"32854";"Sint-Jozefinstituut";3010;"KESSEL-LO";"Jozef Pierrestraat";NA;340;"sec";3;4;1;1;1;173955.434285714;174816.886386555;24062
6226;"117853";"Instituut voor Katholiek Secundair Onderwijs";3730;"HOESELT";"Dorpsstraat";NA;118;"sec";2;3;0;1;1;227670.6176;171279.9116;73032
6227;"117069 ++ 117051";"Onze-Lieve-Vrouwinstituut Bovenbouw TSO-BSO ++ Onze-Lieve-Vrouwinstituut Bovenbouw ASO";2850;"BOOM";"Gasstraat";NA;290;"sec";1;1;0;1;0;150353.842105263;198159.661052632;11005
6228;"48728 ++ 117093";"Sint-Willebrord-H.Familie ++ Sint-Willebrord-H.Familie 1e graad";2600;"BERCHEM";"Jan Moorkensstraat";NA;212;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6229;"116971 ++ 116988";"Vrije Technische Scholen van Turnhout";2300;"TURNHOUT";"Zandstraat";NA;865;"sec";3;4;1;1;1;189799.266666667;223877.525151515;13040
6230;"33894";"Sint-Leonardusinstituut";3440;"ZOUTLEEUW";"Bethaniastraat";NA;199;"sec";1;2;1;0;0;201510.312;170093.396666667;24130
6231;"38224";"Technisch Instituut Sint-Isidorus";9100;"SINT-NIKLAAS";"Weverstraat";NA;589;"sec";3;3;1;1;1;133585.219473684;206150.585263158;46021
6232;"41764";"Koninklijk Technisch Atheneum Sint-Agatha-Berchem-Anderlecht";1082;"SINT-AGATHA-BERCHEM";"Oscar Ruelensplein";NA;271;"sec";3;3;1;1;1;144767.434444444;172733.761111111;21003
6233;"112292 ++ 41665";"Koninklijk Atheneum Redingenhof Leuven ++ Middenschool van het Gemeenschapsonderwijs I Leuven";3000;"LEUVEN";"Redingenstraat";NA;965;"sec";3;3;1;1;1;173955.434285714;174816.886386555;24062
6234;"34249";"Abdijschool van Zevenkerken";8200;"SINT-ANDRIES";"Zevenkerken";NA;298;"sec";3;2;1;1;1;69817.3656589147;213393.638217054;31005
6235;"110312";"Koninklijk Technisch Atheneum Zwijndrecht-Cenflumarin";2070;"ZWIJNDRECHT";"Scheldedijk Havennr. 1069";NA;150;"sec";3;3;1;1;1;147407.280833333;211342.7;11056
6236;"43241";"Koninklijk Atheneum";9500;"GERAARDSBERGEN";"Papiermolenstraat";NA;737;"sec";2;4;0;1;1;117137.535957447;163333.473617021;41018
6237;"47597 ++ 30007";"Moretus 2 ++ Moretus 3";2180;"EKEREN";"Oorderseweg";NA;433;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6238;"28613 ++ 29901";"Leonardo Lyceum/SITO 5 ++ Stedelijk Instituut voor Secundair Onderwijs nr. II";2100;"DEURNE";"Lakborslei";NA;156;"sec";3;3;1;1;1;152946.885756579;212574.057894737;11002
6239;"112037 ++ 112045";"Onze-Lieve-Vrouw Ter Duinen 2 ++ Onze-Lieve-Vrouw Ter Duinen 1";8301;"HEIST-AAN-ZEE";"Kursaalstraat";NA;314;"sec";3;3;1;1;1;74289.2269230769;225897.978205128;31043
6240;"48991";"Gitok eerste graad";2920;"KALMTHOUT";"Kapellensteenweg";NA;267;"sec";1;2;1;0;0;157964.147714286;231275.115428571;11022
6241;"116756";"Koninklijk Atheneum - Instituut voor Paramedische Beroepen Ronse";9600;"RONSE";"Gustave Royerslaan";NA;392;"sec";3;3;1;1;1;96509.2961538462;160160.755128205;45041
6242;"36467 ++ 47531";"Provinciaal Technisch Instituut ++ Provinciale Middenschool";9900;"EEKLO";"Roze";NA;924;"sec";3;4;1;1;1;93138.1223809524;209072.882857143;43005
6243;"35295 ++ 116921";"Sint-Janscollege 2 ++ Sint-Janscollege 1";8970;"POPERINGE";"Burgemeester Bertenplein";NA;720;"sec";3;2;1;1;1;32428.2594736842;173385.232368421;33021
6244;"39107";"Technisch Instituut Heilig Hart";3500;"HASSELT";"Kleine Breemstraat";NA;710;"sec";3;4;1;1;1;216594.847311828;180929.301397849;71022
6245;"48074";"Pius X - College";3980;"TESSENDERLO";"Stationsstraat";NA;493;"sec";2;3;0;1;1;200165.2976;194541.8232;71057
6246;"49445";"De Kunsthumaniora (RIKSO)";2018;"ANTWERPEN";"Karel Oomsstraat";NA;453;"sec";2;3;0;1;1;152946.885756579;212574.057894737;11002
6247;"35659";"Vrij Technisch Instituut Veurne";8630;"VEURNE";"Ieperse Steenweg";NA;439;"sec";3;3;1;1;1;31350.5005882353;195636.796470588;38025
6248;"36111";"Gemeentelijk Technisch Instituut";9120;"BEVEREN-WAAS";"Europalaan";NA;832;"sec";3;4;1;1;1;140787.056969697;214057.856515152;46003
6249;"42408 ++ 42416";"Koninklijk Atheneum ++ Middenschool van het Gemeenschapsonderwijs";8300;"KNOKKE-HEIST";"Alfred Verweeplein";NA;188;"sec";3;2;1;1;1;74289.2269230769;225897.978205128;31043
6250;"37853";"Vrij Landelijk Instituut";9700;"OUDENAARDE";"Hoogstraat";NA;746;"sec";3;4;1;1;1;96828.2442105263;171445.720175439;45035
6251;"29785";"Onze-Lieve-Vrouw-Presentatie - Middenschool";2880;"BORNEM";"Driesstraat";NA;408;"sec";1;2;1;0;0;140919.533103448;197684.458965517;12007
6252;"125311";"SG Noord/Lyceum Paardenmarkt";2000;"ANTWERPEN";"Paardenmarkt";NA;161;"sec";2;3;0;1;1;152946.885756579;212574.057894737;11002
6253;"39719";"Provinciale Technische School";3630;"MAASMECHELEN";"Europaplein";NA;323;"sec";3;3;1;1;1;243581.781346154;185002.391153846;73107
6254;"40857";"Koninklijk Atheneum I Pitzemburg";2800;"MECHELEN";"Bruul";NA;599;"sec";3;2;1;1;1;157200.4477;190810.4149;12025
6255;"123951 ++ 123968";"BARNUM ++ Barnum eerste graad";8800;"ROESELARE";"Stokerijstraat";NA;566;"sec";3;2;1;1;1;30987.3375;186461.2235;38002
6256;"36517";"Sint-Franciscus Evergem";9940;"EVERGEM";"Doornzele Dries";NA;24;"sec";3;2;1;1;1;104751.966216216;204123.457297297;44019
6257;"39628 ++ 39611";"Middenschool Onbevlekt Hart van Maria ++ Instituut Onbevlekt Hart van Maria";3560;"LUMMEN";"Pastoor Frederickxstraat";NA;359;"sec";3;2;1;1;1;207547.147352941;187816.766764706;71037
6258;"35212";"Sint-Jozefsinstituut";8400;"OOSTENDE";"Alfons Pieterslaan";NA;562;"sec";3;3;1;1;1;48625.4025714286;212763.466285714;35013
6259;"38489";"Pius X-Instituut";9240;"ZELE";"Kloosterstraat";NA;144;"sec";2;2;0;1;1;126565.492272727;195390.453636364;42028
6260;"123703";"Sint-Amandscollege 4";8530;"HARELBEKE";"Ballingenweg";NA;152;"sec";3;2;1;1;1;75394.1206060606;172591.096363636;34013
6261;"127696 ++ 127688";"Sint-Lievenscollege ++ Sint-Lievenscollege 1";9000;"GENT";"Zilverenberg";NA;924;"sec";3;2;1;1;1;104006.249509804;194241.032941176;44021
6262;"38257";"Instituut Onze-Lieve-Vrouw Onbevlekt Ontvangen";9190;"STEKENE";"Nieuwstraat";NA;368;"sec";3;2;1;1;1;126716.343529412;211135.309117647;46024
6263;"37325";"Sint-Paulusinstituut";9550;"HERZELE";"Burgemeester Matthysstraat";NA;557;"sec";3;3;1;1;1;116205.71547619;173861.053809524;41027
6264;"35162 ++ 126805";"Onze-Lieve-Vrouwecollege ++ Onze-Lieve-Vrouwecollege Middenschool";8400;"OOSTENDE";"Vindictivelaan";NA;844;"sec";3;2;1;1;1;48625.4025714286;212763.466285714;35013
6265;"39099";"Provinciale Middenschool Hasselt";3500;"HASSELT";"Gouverneur Verwilghensingel";NA;120;"sec";1;2;1;0;0;216594.847311828;180929.301397849;71022
6266;"118381 ++ 118372 ++ 31062";"College Salus Nostra Sint-Jan Berchmans ++ Handelsschool Salus Nostra";2400;"MOL";"Jakob Smitslaan";NA;833;"sec";3;2;1;1;1;202574.763333333;210097.850714286;13025
6267;"43869";"Koninklijk Atheneum";9060;"ZELZATE";"Onteigeningsstraat";NA;303;"sec";2;3;0;1;1;110652.082222222;210062.281111111;43018
6268;"37648";"Sint-Jozefschool";9420;"MERE";"Kloosterstraat";NA;357;"sec";3;3;1;1;1;120906.796271186;179497.04559322;41082
6269;"39529";"Sint-Vincentiusmiddenschool";3620;"LANAKEN";"Koning Albertlaan";NA;365;"sec";1;2;1;0;0;240392.66325;176838.1955;73042
6270;"46409";"Koninklijk Technisch Atheneum II";3290;"DIEST";"Weerstandsplein";NA;394;"sec";2;3;0;1;1;198544.600238095;187426.975238095;24020
6271;"33341";"Montfortaans Seminarie";3110;"ROTSELAAR";"Aarschotsesteenweg";NA;734;"sec";3;2;1;1;1;175664.021724138;182886.69137931;24094
6272;"36285";"Vrij Handels- en Technisch Instituut - bovenbouw";9200;"DENDERMONDE";"Lodewijk Dosfelstraat";NA;95;"sec";1;2;0;1;0;130866.578484848;190861.564393939;42006
6273;"46821";"Vrije Israelitische school voor Secundair Onderwijs Yavne";2018;"ANTWERPEN";"Lamorinirestraat";NA;79;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6274;"43166";"Koninklijk Technisch Atheneum";9200;"DENDERMONDE";"Hoogveld";NA;22;"sec";1;3;0;0;1;130866.578484848;190861.564393939;42006
6275;"43018";"Middenschool Ledebaan-Welvaart";9300;"AALST";"Welvaartstraat";NA;15;"sec";1;1;1;0;0;128174.046343284;181620.291791045;41002
6276;"127704";"EDUGO campus De Toren";9080;"LOCHRISTI";"Dorp-Oost";NA;681;"sec";3;3;1;1;1;114116.703214286;198812.025714286;44034
6277;"127977";"Emmaésinstituut@2";9880;"AALTER";"Sint-Gerolflaan";NA;995;"sec";3;2;1;1;1;85284.2010714286;197762.488571429;44001
6278;"34471";"Technisch Instituut Heilige Familie";8900;"IEPER";"Gustave de Stuersstraat";NA;727;"sec";3;3;1;1;1;44946.1788709677;172829.491451613;33011
6279;"38471";"Instituut Onze-Lieve-Vrouw - Secundair Onderwijs";9240;"ZELE";"Collegestraat";NA;648;"sec";3;2;1;1;1;126565.492272727;195390.453636364;42028
6280;"29331";"Middenschool De Beeldekens";2060;"ANTWERPEN";"Lange Beeldekensstraat";NA;147;"sec";1;2;1;0;0;152946.885756579;212574.057894737;11002
6281;"31344";"Sint-Cordula Instituut";2900;"SCHOTEN";"Wilgendaalstraat";NA;365;"sec";3;3;1;1;1;159336.604358974;216701.853589744;11040
6282;"116749";"School voor Verkoop, Informatieverwerking en Personenzorg";9000;"GENT";"Offerlaan";NA;74;"sec";3;2;1;1;1;104006.249509804;194241.032941176;44021
6283;"38653";"Instituut Stella Matutina";9660;"BRAKEL";"Groenstraat";NA;421;"sec";3;3;1;1;1;107019.592285714;166487.512285714;45059
6284;"33241";"Sint-Donatusinstituut - Middenschool";1785;"MERCHTEM";"Dendermondestraat";NA;380;"sec";1;2;1;0;0;141580.543809524;181867.406190476;23052
6285;"115352";"Sint-Janscollege";9040;"SINT-AMANDSBERG";"Visitatiestraat";NA;582;"sec";2;2;0;1;1;104006.249509804;194241.032941176;44021
6286;"127531 ++ 127548";"Sint-Paulusinstituut 1 ++ Sint-Paulusinstituut 2";9051;"SINT-DENIJS-WESTREM";"Loofblommestraat";NA;205;"sec";2;2;1;1;0;104006.249509804;194241.032941176;44021
6287;"127845";"WICO campus Mater Dei - 127845";3900;"OVERPELT";"Kloosterstraat";NA;305;"sec";3;3;1;1;1;222516.743125;211382.754375;72029
6288;"35931";"DvM - Humaniora";9300;"AALST";"Onderwijsstraat";NA;726;"sec";3;2;1;1;1;128174.046343284;181620.291791045;41002
6289;"126227";"WICO - 126227";3920;"LOMMEL";"Pieter Breugheldreef";NA;214;"sec";1;2;1;0;0;215584.866521739;213228.075217391;72020
6290;"118257";"Sint-Pauluscollege";8560;"WEVELGEM";"Deken Jonckheerestraat";NA;201;"sec";1;2;0;1;0;66335.1771428571;169125.424285714;34041
6291;"60848";"Instituut Sancta Maria";8755;"RUISELEDE";"Pensionaatstraat";NA;257;"sec";2;2;1;1;0;80535.8963636364;194866.200909091;37012
6292;"127894";"Koninklijk Technisch Atheneum-Gemeentelijk Instituut voor Techisch Onderwijs - Groenkouter";9040;"SINT-AMANDSBERG";"Jef Crickstraat";NA;186;"sec";3;3;1;1;1;104006.249509804;194241.032941176;44021
6293;"123761 ++ 125203 ++ 123778";"Sint-GabriÇlcollege ++ Sint-GabriÇlcollege - Middenschool 2 ++ Sint-GabriÇlcollege - Middenschool 1";2530;"BOECHOUT";"Lange Kroonstraat";NA;1274;"sec";3;2;1;1;1;159954.505;206256.5035;11004
6294;"42333";"Koninklijk Atheneum";8900;"IEPER";"Maarschalk Plumerlaan";NA;199;"sec";2;2;0;1;1;44946.1788709677;172829.491451613;33011
6295;"116913";"Onze-Lieve-Vrouwe-instituut";8970;"POPERINGE";"Boeschepestraat";NA;476;"sec";3;3;1;1;1;32428.2594736842;173385.232368421;33021
6296;"123794 ++ 123786";"Technisch Instituut Sint-Paulus";2400;"MOL";"Kruisven";NA;811;"sec";3;4;1;1;1;202574.763333333;210097.850714286;13025
6297;"32177";"Hoofdstedelijk Atheneum Karel Buls";1020;"LAKEN";"Bonekruidlaan";NA;146;"sec";3;2;1;1;1;149789.183364486;172286.279439252;21004
6298;"42754 ++ 42739";"Middenschool van het Gemeenschapsonderwijs ++ Koninklijk Atheneum";8800;"ROESELARE";"Hugo Verrieststraat";NA;186;"sec";3;2;1;1;1;30987.3375;186461.2235;38002
6299;"127795 ++ 127803";"Heilige Kindsheid ++ Heilig Kindsheid eerste graad";8850;"ARDOOIE";"Wezestraat";NA;433;"sec";3;2;1;1;1;68188.683076923;185908.502307692;37020
6300;"127969";"Emmaésinstituut@1";9880;"AALTER";"Sint-Gerolflaan";NA;134;"sec";1;2;1;0;0;85284.2010714286;197762.488571429;44001
6301;"36962 ++ 126649";"Sint-Barbaracollege ++ Sint-Barbaracollege I";9000;"GENT";"Savaanstraat";NA;852;"sec";3;2;1;1;1;104006.249509804;194241.032941176;44021
6302;"43729";"Koninklijk Atheneum";9100;"SINT-NIKLAAS";"Koningin Astridlaan";NA;96;"sec";2;3;0;1;1;133585.219473684;206150.585263158;46021
6303;"39941";"Technisch Heilig Hartinstituut";3980;"TESSENDERLO";"H. Hartlaan";NA;634;"sec";3;3;1;1;1;200165.2976;194541.8232;71057
6304;"118349 ++ 118331";"Sint-Martinusscholen 118349 ++ Sint-Martinusscholen 118331";3540;"HERK-DE-STAD";"Diestsesteenweg";NA;614;"sec";1;2;1;0;0;207097.739615385;181132.912307692;71024
6305;"44057";"Algemeen en Technisch Atheneum";3600;"GENK";"Sint-Lodewijkstraat";NA;221;"sec";2;3;0;1;1;229412.180566038;185199.582830189;71016
6306;"49445";"De Kunsthumaniora (RIKSO)";2610;"WILRIJK";"Kerkelei";NA;149;"sec";3;3;1;1;1;152946.885756579;212574.057894737;11002
6307;"107607";"Leiepoort Deinze campus Sint-Vincentius";9800;"DEINZE";"Peter Benoitlaan";NA;557;"sec";3;3;1;1;1;91121.4533333333;186906.286851852;44011
6308;"28845";"Sint-Norbertusinstituut";2000;"ANTWERPEN";"Lange Winkelstraat";NA;250;"sec";2;3;0;1;1;152946.885756579;212574.057894737;11002
6309;"38703";"Sint-Lutgartinstituut TSO-BSO";3580;"BERINGEN";"Hoogstraat";NA;429;"sec";2;3;0;1;1;209919.34484375;194737.54640625;71004
6310;"110395";"Vrij Technisch Instituut - 2";9300;"AALST";"Eikstraat";NA;101;"sec";2;3;0;1;1;128174.046343284;181620.291791045;41002
6311;"48025 ++ 127589";"Instituut voor Katholiek Secundair Onderwijs ++ Instituut voor Katholiek Secundair Onderwijs 1e graad";9470;"DENDERLEEUW";"Middenstraat";NA;719;"sec";3;2;1;1;1;128283.787142857;175258.726071429;41011
6312;"107599 ++ 118299";"Sint-Gertrudiscollege ++ Sint-Gertrudiscollege Eerste Graad";9230;"WETTEREN";"Wegvoeringstraat";NA;987;"sec";3;2;1;1;1;115345.446;187663.130888889;42025
6313;"31187";"Sint-Calasanzinstituut";2560;"NIJLEN";"Nonnenstraat";NA;371;"sec";3;2;1;1;1;170057.264761905;204687.611428571;12026
6314;"122382";"Vrije Nederlandstalige school Lucerna College";1070;"ANDERLECHT";"Industrielaan";NA;108;"sec";3;2;1;1;1;145277.028607595;169198.623037975;21001
6315;"47944";"Koninklijk Atheneum";9900;"EEKLO";"Eikelstraat";NA;307;"sec";3;3;1;1;1;93138.1223809524;209072.882857143;43005
6316;"127985";"Koninklijk Atheneum ERASMUS";9800;"DEINZE";"Peter Benoitlaan";NA;145;"sec";1;2;1;0;0;91121.4533333333;186906.286851852;44011
6317;"40618 ++ 40601";"Koninklijk Atheneum Ekeren ++ Middenschool van het Gemeenschapsonderwijs Ekeren";2180;"EKEREN";"Pastoor De Vosstraat";NA;535;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6318;"39545";"Bovenbouw Sint-Michiel";3970;"LEOPOLDSBURG";"Diestersteenweg";NA;375;"sec";2;2;0;1;1;211394.361176471;201269.554117647;71034
6319;"117853 ++ 125344 ++ 117861";"Instituut voor Katholiek Secundair Onderwijs ++ Sint-Lambertuscollege 2 ++ Sint-Lambertuscollege 1";3730;"HOESELT";"Dorpsstraat";NA;438;"sec";3;3;1;1;1;227670.6176;171279.9116;73032
6320;"109983";"Katholiek Scholencentrum JOMA";2170;"MERKSEM";"Maantjessteenweg";NA;720;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6321;"42267";"Koninklijk Technisch Atheneum";8600;"DIKSMUIDE";"Kaaskerkestraat";NA;164;"sec";3;3;1;1;1;43891.3747727273;193516.836136364;32003
6322;"28613";"Leonardo Lyceum/SITO 5";2020;"ANTWERPEN";"VIIde-Olympiadelaan";NA;660;"sec";3;4;1;1;1;152946.885756579;212574.057894737;11002
6323;"38299 ++ 127911";"Berkenboom Humaniora bovenbouw ++ Berkenboom Humaniora eerste graad";9100;"SINT-NIKLAAS";"Kleine Peperstraat";NA;561;"sec";3;2;1;1;1;133585.219473684;206150.585263158;46021
6324;"126921 ++ 126938";"Vrij Technisch Instituut - 3 ++ Vrij Technisch Instituut - 1";9300;"AALST";"Sinte Annalaan";NA;359;"sec";2;2;1;0;0;128174.046343284;181620.291791045;41002
6325;"44371";"Middenschool Campus Van Eyck";3680;"MAASEIK";"Burgemeester Philipslaan";NA;174;"sec";1;2;1;0;0;245103.776590909;198427.845909091;72021
6326;"125997 ++ 35915 ++ 126714";"Sint-Jozefscollege 1 ++ Sint-Jozefscollege ++ Sint-Jozefscollege 2";9300;"AALST";"Pontstraat";NA;1089;"sec";3;2;1;1;1;128174.046343284;181620.291791045;41002
6327;"122671";"Koninklijk Atheneum";9700;"OUDENAARDE";"Fortstraat";NA;561;"sec";3;2;1;1;1;96828.2442105263;171445.720175439;45035
6328;"42119";"Koninklijk Atheneum I";8000;"BRUGGE";"Sint-Clarastraat";NA;347;"sec";2;2;0;1;1;69817.3656589147;213393.638217054;31005
6329;"115337 ++ 115329";"Don Bosco-Instituut ASO/TSO/BSO ++ Don Bosco-Instituut EG";1702;"GROOT-BIJGAARDEN";"Brusselstraat";NA;1142;"sec";3;3;1;1;1;140750.230967742;171349.676935484;23016
6330;"43125";"Middenschool van het Gemeenschapsonderwijs";9470;"DENDERLEEUW";"De Nayerstraat";NA;180;"sec";1;2;1;0;0;128283.787142857;175258.726071429;41011
6331;"53173";"Onze-Lieve-Vrouwinstituut";2600;"BERCHEM";"Grotesteenweg";NA;702;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6332;"30941";"Sint-Eduardusinstituut";2170;"MERKSEM";"Broeder Frederikstraat";NA;710;"sec";3;2;1;1;1;152946.885756579;212574.057894737;11002
6333;"123976 ++ 123984";"VISO ++ VISO eerste graad";8800;"ROESELARE";"Polenplein";NA;794;"sec";3;4;1;1;1;30987.3375;186461.2235;38002
6334;"42085 ++ 42069";"Koninklijk Atheneum Maerlant Blankenberge-de Haan ++ Middenschool van het Gemeenschapsonderwijs Maerlant";8370;"BLANKENBERGE";"Van Maerlantstraat";NA;311;"sec";3;2;1;1;1;64013.5688888889;222875.68;31004
6335;"37655";"Atheneum Merelbeke";9820;"MERELBEKE";"Gaversesteenweg";NA;100;"sec";1;2;1;0;0;105828.173870968;185641.15483871;44043
