"id_11001","id_11002","id_11004","id_11005","id_11007","id_11008","id_11009","id_11013","id_11016","id_11018","id_11021","id_11022","id_11023","id_11024","id_11025","id_11029","id_11030","id_11035","id_11037","id_11038","id_11039","id_11040","id_11044","id_11050","id_11052","id_11053","id_11054","id_11055","id_11056","id_11057","id_12002","id_12005","id_12007","id_12009","id_12014","id_12021","id_12025","id_12026","id_12029","id_12030","id_12034","id_12035","id_12040","id_13001","id_13002","id_13003","id_13004","id_13006","id_13008","id_13010","id_13011","id_13012","id_13013","id_13014","id_13016","id_13017","id_13019","id_13021","id_13023","id_13025","id_13029","id_13031","id_13035","id_13036","id_13037","id_13040","id_13044","id_13046","id_13049","id_13053","id_21001","id_21002","id_21003","id_21004","id_21005","id_21006","id_21007","id_21008","id_21009","id_21010","id_21011","id_21012","id_21013","id_21014","id_21015","id_21016","id_21017","id_21018","id_21019","id_23002","id_23003","id_23009","id_23016","id_23023","id_23024","id_23025","id_23027","id_23032","id_23033","id_23038","id_23039","id_23044","id_23045","id_23047","id_23050","id_23052","id_23060","id_23062","id_23064","id_23077","id_23081","id_23086","id_23088","id_23094","id_23096","id_23097","id_23098","id_23099","id_23100","id_23101","id_23102","id_23103","id_23104","id_23105","id_24001","id_24007","id_24008","id_24009","id_24011","id_24014","id_24016","id_24020","id_24028","id_24033","id_24038","id_24041","id_24043","id_24045","id_24048","id_24054","id_24055","id_24059","id_24062","id_24066","id_24086","id_24094","id_24104","id_24107","id_24109","id_24130","id_24133","id_24134","id_24135","id_24137","id_31003","id_31004","id_31005","id_31006","id_31012","id_31022","id_31033","id_31040","id_31042","id_31043","id_32003","id_32006","id_32010","id_32011","id_32030","id_33011","id_33016","id_33021","id_33029","id_33037","id_33039","id_33040","id_33041","id_34002","id_34003","id_34009","id_34013","id_34022","id_34023","id_34025","id_34027","id_34040","id_34041","id_34042","id_34043","id_35002","id_35005","id_35006","id_35011","id_35013","id_35014","id_35029","id_36006","id_36007","id_36008","id_36010","id_36011","id_36012","id_36015","id_36019","id_37002","id_37007","id_37010","id_37011","id_37012","id_37015","id_37017","id_37018","id_37020","id_38002","id_38008","id_38014","id_38016","id_38025","id_41002","id_41011","id_41018","id_41024","id_41027","id_41034","id_41048","id_41063","id_41081","id_41082","id_42003","id_42004","id_42006","id_42008","id_42010","id_42011","id_42023","id_42025","id_42026","id_42028","id_43002","id_43005","id_43007","id_43010","id_43014","id_43018","id_44001","id_44011","id_44012","id_44013","id_44019","id_44020","id_44021","id_44029","id_44034","id_44036","id_44040","id_44043","id_44045","id_44048","id_44049","id_44052","id_44064","id_44072","id_44073","id_44080","id_44081","id_45017","id_45035","id_45041","id_45057","id_45059","id_45060","id_45061","id_45062","id_45063","id_45064","id_45065","id_46003","id_46013","id_46014","id_46020","id_46021","id_46024","id_46025","id_71002","id_71004","id_71011","id_71016","id_71017","id_71020","id_71022","id_71024","id_71034","id_71037","id_71045","id_71047","id_71053","id_71057","id_71066","id_71067","id_71069","id_71070","id_72003","id_72004","id_72018","id_72020","id_72021","id_72025","id_72029","id_72030","id_72037","id_72038","id_72039","id_72040","id_72041","id_73001","id_73006","id_73009","id_73022","id_73028","id_73032","id_73040","id_73042","id_73066","id_73083","id_73098","id_73107","id_73109"
0,97,1,0,0,6,7,5,2,0,0,2,0,5,0,6,1,6,0,1,1,7,0,17,2,1,3,8,6,27,2,0,2,3,0,13,7,0,3,0,1,1,2,100,49,1,107,9,31,9,31,4,0,63,0,29,16,1,93,24,3,70,1457,10,14,863,0,24,8,2,0,0,0,14,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,0,0,0,3,0,2,0,0,0,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,5,0,1,8,8,3,0,0,0,2,1,5,0,10,0,6,2,4,6,2,0,1,3,2,5,10,4,9,0,0,1,1,3,10,12,0,0,1,0,0,1,262,1,27,115,256,173,22,42,6,1,23,0,61,28,4,19,206,26,73,22,650,15,716,6,13,60,15,2,1,0,12,2,1,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,1,0,1,0,6,1,1,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,2,0,6,0,0,0,0,8,0,6,0,0,0,1,9,0,0,0,1,0,0,0,14,0,0,3,2,1,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,365,2,2,1,25,145,8,6,0,2,10,6,8,0,13,0,12,2,0,12,48,6,20,10,31,22,41,4,288,2,2,0,1,2,10,14,3,0,1,0,2,0,4,2,0,246,2,27,9,15,2,0,520,0,9,23,0,100,4,4,11,11,2,1000,256,8,22,4,2,2,0,0,11,3,2,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,795,9,1,1,41,27,15,3,2,0,2,3,23,0,24,2,13,2,3,15,24,5,36,20,12,35,61,19,163,11,2,2,8,7,56,44,3,1,4,1,3,5,188,31,12,780,51,240,34,175,16,2,183,2,158,112,2,188,96,35,247,245,28,70,7931,7,154,52,9,10,0,0,110,10,20,2,1,9,5,1,3,4,5,13,0,0,7,0,0,1,0,3,0,0,2,1,0,2,0,1,0,2,11,2,0,0,0,0,0,3,0,13,22,1,0,0,0,0,0,2,0,0,0,3,0,0,0,2,1,0,6,0,0,0,0,0,0,0,0,5,2,39,1,0,0,0,3,1,0,0,4,0,2,0,1,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,5,2,3,0,7,3,6,0,0,13,1,15,2,0,1,3,5,1,0,1,3,0,1,0,11,0,1,4,4,1,0,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
6,311,8,0,1,16,13,9,0,1,1,0,7,15,1,16,1,17,2,6,8,10,3,20,12,2,81,32,7,41,16,0,2,6,19,98,13,37,1,1,1,1,1,8,0,1,33,0,69,167,351,27,7,11,5,23,86,5,3,11,46,2,3,2,5,161,464,11,39,4,0,0,0,32,1,3,1,1,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,6,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,0,1,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,242,2,2,1,9,13,4,1,1,3,4,4,11,0,7,1,5,3,0,6,12,1,6,8,2,8,16,6,109,4,0,1,2,2,12,14,1,1,1,0,1,2,23,5,3,544,11,59,6,35,5,1,59,4,36,71,3,54,18,14,38,25,5,26,1306,3,505,19,5,1,0,1,17,3,1,1,0,2,0,0,4,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,9,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,514,9,5,4,13,6,15,0,5,3,3,4,15,6,80,2,12,0,0,2,10,2,20,12,1,35,10,8,15,22,13,6,37,220,183,65,26,5,4,0,9,3,4,0,5,32,21,821,117,846,38,131,3,239,31,19,23,8,77,508,8,3,3,2,225,21,6,2522,81,4,3,0,55,8,14,1,1,1,1,0,4,3,2,5,0,0,4,4,0,1,0,4,0,0,5,3,0,2,3,0,0,3,11,2,0,0,2,0,0,2,0,10,24,0,0,0,1,0,0,0,0,1,0,91,7,1,1,8,3,0,28,0,3,1,1,5,1,4,1,2,0,117,1,3,11,4,5,8,1,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,0,4,0,2,0,29,5,10,0,3,30,2,7,14,0,3,5,33,2,1,6,3,0,1,0,6,0,1,3,1,1,0,6,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0
0,232,3,1,0,8,3,0,0,1,0,0,1,2,0,23,1,5,2,1,1,2,3,9,5,1,6,5,4,4,5,2,1,15,33,38,21,2,1,1,0,0,1,3,0,36,24,26,793,30,184,5,34,2,38,27,5,81,4,130,130,2,1,3,2,131,7,3,559,904,3,1,3,35,6,11,2,0,7,1,0,2,1,1,7,2,1,4,2,1,0,0,1,0,0,0,2,0,0,3,0,0,0,8,0,0,0,0,0,0,1,0,6,18,3,0,1,0,0,1,0,0,1,0,81,2,4,2,0,0,0,113,1,3,3,1,1,0,0,0,0,1,79,2,3,5,0,11,1,0,0,44,2,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1,0,0,0,58,2,29,0,4,59,6,17,32,0,3,7,320,1,0,68,9,1,1,0,16,0,1,3,8,3,0,7,1,0,0,1,0,0,0,1,1,0,0,2,0,3,1
3,80,0,4,0,1,0,2,1,1,0,0,1,9,0,0,0,2,2,2,0,2,0,1,0,0,0,0,0,0,0,1,6,0,5,6,31,0,1,3,1,5,20,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5681,234,184,4472,380,369,622,102,1019,238,106,852,662,243,565,578,145,459,200,117,90,0,159,0,4,29,89,1,4,3,0,2,13,160,8,9,0,18,1,214,10,53,151,329,12,1,153,15,12,32,31,6,6,1,0,0,1,1,0,6,1,4,0,0,2,0,0,1,0,2,10,0,28,0,5,2,6,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,2,1,1,17,0,0,2,2,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,29,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,3,0,6,0,1,0,5,0,0,1,2,1,0,3,0,0,0,0,0,3,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,1,0,0
2,29,0,0,0,0,0,1,0,1,0,0,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,1,0,19,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,209,1306,22,2239,434,244,68,13,752,42,13,119,156,116,326,229,363,475,221,9,7,0,18,0,0,14,4,0,8,2,0,0,4,91,1,2,0,28,0,12,8,5,35,222,1,0,18,22,4,9,9,9,0,0,2,0,0,3,0,2,0,0,0,0,1,0,0,1,0,0,11,0,24,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
1,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,10,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,379,57,643,1375,107,97,107,100,258,155,81,390,141,93,194,127,35,137,56,54,23,0,87,0,2,17,17,0,0,1,0,0,3,46,3,4,0,3,0,25,3,23,45,103,4,0,16,3,4,6,18,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,2,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8,234,2,2,0,1,0,10,0,1,0,0,0,10,1,3,0,0,3,3,0,3,0,2,4,1,0,1,8,1,0,0,11,6,2,7,85,0,0,13,0,18,13,0,0,1,2,1,5,0,3,0,0,1,0,0,1,0,0,1,3,0,0,0,2,3,0,0,5,0,1296,387,215,13792,861,844,472,142,2036,570,121,890,679,534,1414,635,267,881,382,117,66,0,124,1,4,265,50,0,15,9,8,2,24,504,36,17,2,31,2,69,32,66,382,740,17,2,58,38,8,21,94,17,6,0,3,0,0,0,3,4,1,3,0,2,3,1,0,1,5,0,26,0,173,2,3,4,26,5,0,0,0,0,1,1,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,1,1,1,0,0,0,1,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38,2,1,2,1,2,12,0,2,1,0,2,8,0,1,2,0,3,0,7,0,2,0,0,0,0,2,2,0,0,2,1,64,0,0,1,5,1,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,3,0,12,0,6,0,2,2,3,0,0,10,0,1,1,0,1,3,5,0,0,0,3,1,0,0,2,1,1,1,3,0,0,1,1,1,0,1,4,0,0,1,0,1,0,15,0,0,0
2,47,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,2,1,0,20,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,304,299,35,3264,1854,335,129,19,1123,57,23,197,232,178,453,329,167,610,283,21,12,0,18,0,0,49,10,1,13,1,0,0,4,168,2,0,1,16,0,10,11,7,43,249,1,0,24,21,2,9,10,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0,50,0,2,2,14,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,3,0,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0
6,38,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,2,0,0,1,16,0,1,2,0,0,2,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,204,140,28,1913,262,1387,109,21,431,56,19,140,141,145,800,143,94,495,120,30,19,0,13,0,0,24,10,0,2,4,2,0,8,167,3,4,0,4,0,13,14,3,73,298,3,1,12,24,3,7,7,10,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,13,0,32,0,1,2,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,13,0,0,1
4,45,1,0,0,0,0,2,0,1,0,0,1,4,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,4,1,0,1,10,0,0,1,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,810,161,47,2549,268,192,1842,39,968,109,29,230,595,140,312,1080,144,285,126,33,50,0,30,0,3,18,33,0,6,1,3,0,8,91,6,1,0,10,0,38,5,16,49,162,3,0,97,11,14,33,10,4,4,2,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,25,0,0,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0
3,18,0,2,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,18,0,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,61,143,1473,127,117,89,541,268,261,78,253,96,93,209,117,31,146,59,57,4,0,58,0,0,19,14,0,4,1,0,2,7,64,5,5,1,2,0,18,5,18,32,111,0,1,16,6,0,8,19,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,13,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,82,0,1,0,3,0,1,0,0,0,0,0,11,0,0,1,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,6,1,1,3,22,1,0,3,0,3,4,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,3,0,568,359,56,5659,798,382,292,13,4768,96,42,290,559,267,625,830,328,618,288,23,27,0,36,0,1,99,17,2,20,3,1,1,10,240,5,5,0,25,0,27,9,12,78,337,4,0,39,15,9,34,16,16,1,0,1,0,0,1,0,1,0,2,0,1,2,1,0,1,2,0,11,0,74,1,0,2,23,3,1,1,0,0,1,0,0,1,4,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,1,0,3,0,0,3,0,0,0,0,0,5,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,5,0,0,0
7,53,0,2,0,2,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,5,0,1,1,26,0,1,2,0,6,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,587,120,160,3310,268,237,145,171,586,1593,87,527,243,192,449,215,82,278,132,79,17,0,81,0,1,63,22,0,7,2,0,0,7,102,8,16,0,8,0,29,11,33,97,205,3,0,27,10,4,12,74,3,3,2,0,0,0,0,1,1,0,1,0,1,2,0,0,1,2,0,8,1,31,0,1,4,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,2,0,0,0,3,0,0,0,0,1,1,0,0,2,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,4,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
